text,video_url,start_time_seconds,speaker
誰曾經問過了,https://www.youtube.com/watch?v=TJKaVLjcH9Q,3.87,老师
從上週,https://www.youtube.com/watch?v=TJKaVLjcH9Q,6.18,老师
或者是上個月已經問過了那就不給你機會問了,https://www.youtube.com/watch?v=TJKaVLjcH9Q,7.79,老师
在過去的一個月之內,https://www.youtube.com/watch?v=TJKaVLjcH9Q,12.14,老师
如果說在一個月之內還沒有機會問,https://www.youtube.com/watch?v=TJKaVLjcH9Q,13.87,老师
還沒有請益然後想問的話,https://www.youtube.com/watch?v=TJKaVLjcH9Q,16.75,老师
那今天老師就給五個人機會,https://www.youtube.com/watch?v=TJKaVLjcH9Q,18.86,老师
誰覺得說這個下一週還在的話不問也行,https://www.youtube.com/watch?v=TJKaVLjcH9Q,22.66,老师
那你下一週問也可以,https://www.youtube.com/watch?v=TJKaVLjcH9Q,26.7,老师
但是說這個老師沒有強迫大家,https://www.youtube.com/watch?v=TJKaVLjcH9Q,28.5,老师
不是說誰下一週還在的話,https://www.youtube.com/watch?v=TJKaVLjcH9Q,31.11,老师
這一週不能問,https://www.youtube.com/watch?v=TJKaVLjcH9Q,36.3,老师
老師沒有那樣說,https://www.youtube.com/watch?v=TJKaVLjcH9Q,37.27,老师
而是說在過去的一個月之內,https://www.youtube.com/watch?v=TJKaVLjcH9Q,38.27,老师
如果還沒有問過老師的話,https://www.youtube.com/watch?v=TJKaVLjcH9Q,40.47,老师
然後想向老師請益,https://www.youtube.com/watch?v=TJKaVLjcH9Q,42.78,老师
今天老師給五個人機會,https://www.youtube.com/watch?v=TJKaVLjcH9Q,44.59,老师
來舉手一下 然後那我們來安排一下,https://www.youtube.com/watch?v=TJKaVLjcH9Q,48.15,老师
一會兒給你話筒,https://www.youtube.com/watch?v=TJKaVLjcH9Q,52.66,老师
喂這樣聽得到嗎,https://www.youtube.com/watch?v=TJKaVLjcH9Q,54.83,老师
呃,https://www.youtube.com/watch?v=TJKaVLjcH9Q,57.19,老师
學法大概五六年了然後,https://www.youtube.com/watch?v=TJKaVLjcH9Q,59.42,老师
平常的工作是比較用到腦筋的,https://www.youtube.com/watch?v=TJKaVLjcH9Q,62.83,老师
那有時候就是心就是常常沒有力量,https://www.youtube.com/watch?v=TJKaVLjcH9Q,67.11,老师
比較少去 能去覺知到自己這樣子,https://www.youtube.com/watch?v=TJKaVLjcH9Q,71.47,老师
請老師開示謝謝,https://www.youtube.com/watch?v=TJKaVLjcH9Q,76.22,老师
對了 確實沒有怎麼覺知自己,https://www.youtube.com/watch?v=TJKaVLjcH9Q,98.78,老师
