text,video_url,start_time_seconds,speaker
学员8：以礼佛、念经、打坐和经行为固定形式练习 每天十五分钟至一个小时 在日常生活中观察身心，看到身心的分离 现在经济稳定，是否到了全力为法服务与修行的时间？ 隆波：修行必须任何时候都全力以赴 而不是等到财务稳定了才修行，不是的 修行要从此刻、从当下就开始： 有觉性，以安住且中立的心，照见身心的实相,https://www.youtube.com/watch?v=mTrEQ8-S66M,8.43,老师
因此，修行不分时间、地点，尽可能每时每刻都做 至于助人之类的，有机会就去做 如果没机会，那就一个人不声不响地修自己的行 隆布敦长老曾教导：所有善行，有机会就做 若机会过去了，什么都不做更好，不用纠结、挣扎,https://www.youtube.com/watch?v=mTrEQ8-S66M,62,老师
寺庙即将开放，工作团队困难重重 因为我们许多人非常挑剔、任性 帮助隆波工作的团队并未得什么好处 多属义工，为大家服务时尽心尽力 有时需要电话回复，大家动不动就骂骂咧咧 不像话！她们又不是我们的仆人 即使是，我们也不该如此粗俗,https://www.youtube.com/watch?v=x6YHJbix9UA,6.2,老师
有的人非常粗鲁 电话服务时她们有录音作凭证 不是为了要拿去告状 而是为了了解当今泰国社会的真实面貌： 丑陋不堪——彼此言语粗俗、态度粗暴 全是“老子对、老子大、老子牛” 特别挑剔，喜欢提各种要求 来跟隆波学习，跟隆波提要求是不可以的,https://www.youtube.com/watch?v=x6YHJbix9UA,52.97,老师
因为隆波从未向任何人提过要求 只求一点：学习后要去动手实践，此外别无他求 想要大家实践，以便大家的苦可以越来越少 倘若大家明白了法 接下来就可以帮忙护法、传法 除此之外，别无他求,https://www.youtube.com/watch?v=x6YHJbix9UA,99.84,老师
修行的关键点在于必须要能在日常生活中修行 烦恼生起时，能够及时捕捉到 如果及时捕捉不到，它就支配我们的思维变坏 如果支配思维后，有觉性及时捕捉到，则不在身口造恶 如果未能及时意识到，“恶”就会透过身口表现出来 比如，口出恶言的人必定是源于心怀不善 人之所以恶语攻击他人，其实是源于心不善却不自知,https://www.youtube.com/watch?v=8ZTQVEHw4us,8.52,老师
因此，在日常生活中培养觉性才是修行的核心 也就是我们要有觉性及时地知道自己的心 眼睛看到画面时，心生起善、不善、 生起满意、不满意，要及时意识到 如果未及时意识到，烦恼就工作，会控制我们的思维 烦恼从心里溢出后控制思维，接着会控制语言和行为 当眼睛看到画面，我们的心满意不满意、苦乐、贪嗔痴 比如，我们看到不喜欢的人，心就会生起嗔怒,https://www.youtube.com/watch?v=8ZTQVEHw4us,59.52,老师
眼睛看到画面，心生起了嗔怒 我们要有觉性知道现在心里生起了嗔怒 那么嗔怒就无法控制我们的思惟 一旦思惟没有被嗔怒掌控 我们的语言和行为就不会被嗔怒牵着走 或者我们看到一个漂亮的女人，心里生起了贪爱 明明名花有主，她丈夫就在现场 依然喜欢人家，贪爱生起 贪爱生起，阻止不了 虽然阻止不了，但要有觉性及时意识到 比如我们看到一个漂亮的女人，与丈夫随行,https://www.youtube.com/watch?v=8ZTQVEHw4us,107.47,老师
我们生起了贪爱，要有觉性及时地意识到 因此，眼睛看到画面，心里产生了什么反应 要有觉性及时意识到 这样我们的思惟就不会被贪爱支配 我们的语言和行为也不受贪爱驱使 这就是在日常生活中真刀实枪地修行 当眼睛看到画面，生起苦、乐、善、不善 生起满意、不满意，要有觉性及时意识到,https://www.youtube.com/watch?v=8ZTQVEHw4us,156.47,老师
隆波努力弘法利生，毫无保留地分享法 但是，法无论听多少，都不会有什么起色的 听了必须动手实践 无需害怕犯错，先用心听，然后去动手实践 如果动手实践一段时间后，就会看到错在哪里 就能够获得改进：“错”减少，“对”增多,https://www.youtube.com/watch?v=KRgUhs301KE,7.05,老师
如果不动手实践，就不会有明白法的一天 哪怕学再多，也不会明白 即使听开示、学经典，若不实修，也不会明白 全进了大脑，有时则是左耳进右耳出 必须实修才能明白法,https://www.youtube.com/watch?v=KRgUhs301KE,57.4,老师
在隆波跟高僧大德求法时，并没有学很多 每次请益，高僧大德只教导寥寥数语而已 不过，他们教的每句话，隆波都用来实践 也就是发展觉性，以安住且中立的心如实观照身心 如此，犯错就慢慢减少，最终就会明白,https://www.youtube.com/watch?v=KRgUhs301KE,104.75,老师
学员问：通过经行修习奢摩他，念诵“佛陀”为临时的家 可以看到越来越微细的境界 看到“我”并不恒常，随行蕴造作而变化 无法执着自己的念头或感觉 修行还不充分 因为觉得一定要利益他人 请隆波慈悲指导 隆波回答：利他与利己是可以合二为一的 比如，在我们不藏私心地行善、利益他人时,https://www.youtube.com/watch?v=ejINRv-IAHo,9.98,老师
如果出现想偷懒甩手不干了 我们及时意识到，就可以在行善助人时跟自己的烦恼作斗争 因此，如果明白，所有的行善就都不会成为我们修行的障碍 但如果不明白，我们就会将两者区分开—— 这是助人时段，这是自己修行自助的时段 只要依然有泾渭分明地区分两者，就仍有很大提升空间 因此，你行善就继续去行善 做之后灰心丧气，及时知道；心满意足，及时地知道 做之后想得到这样、那样的结果，及时地知道……,https://www.youtube.com/watch?v=ejINRv-IAHo,55.46,老师
如此，在我们助人的当下就在利己 尽量将利人与利己结合起来 如果你发愿要助人，那就在当下利己 而不是先等助人结束再来修行，不是的,https://www.youtube.com/watch?v=ejINRv-IAHo,101.28,老师
这个禅修班几个人啊，全是旧生，是哪一天参加的啊。 大部分如果都是旧生的话，那就已经学了 很多了。 取决于我们是否锲而不舍地修行， 修行要靠忍耐，再怎么厉害之类的也斗不过的。 师父不是多厉害的人，如果曾经听师父讲过的话，师父靠得是勤勉努力、锲而不舍。,https://www.youtube.com/watch?v=KDXQm5WbPBc,3.2,老师
要是从头说起的话，师父算是排在末尾的弟子， 好像是，学的时候，隆波扫一眼，然后就走过去了。学不了，教不起来。 为什么呢？那个时候心有很多痴，有很多痴的心，是学不到境界的。 如果用修行人的语言来讲的话，就是训练不了觉性（sati)，根本就没有觉性。 就好像，当隆波说什么的时候，它就模模糊糊的，听不明白，听不懂尊者在教什么？ 觉性，师父也训练不起来，就只靠勤奋、忍耐、慢慢修。 师父勤奋的方式，也不是说什么都不知道就开始实践了。,https://www.youtube.com/watch?v=KDXQm5WbPBc,52.08,老师
"在见到隆波之前，也是修行的，不是没有修，但师父是打坐的 。 当师父一想到修行的时候，修行的画面就是打坐。 当师父打坐的时候，师父所做的就是，去控制身、控制心，要控制到它一动不动，让它宁静。 然后，像我们根气钝的人，也就是这一代的人，心本身就已经是散乱的。 这个心本身的散乱呢，主要原因并不是出于我们自己。 只是这个时代的社会，我们从小就被训练去思考，去分析。 现今社会上诱惑性的事物也很多, 多过于我们凭借一己之力所获得的跟自己在一起的禅定。",https://www.youtube.com/watch?v=KDXQm5WbPBc,97.91,老师
我们的心和老一辈人的心不同，过去时代的人，他们的心很宁静清凉。 小的时候，看到长辈们聊天时，语气都很安宁、和缓。 这个时代的人聊天呐，没说几句就不和了，因为见解不同。 更有甚者，如果曾经玩过脸书的话，有一个人要卖地，然后有人要买去建百货商场。 有人就评论说：“这是文物，应该保护起来”他这样写。 有人就在下面回复写道说：“如果你想保护的话，你就自己买呗!”， “他就花百亿买来，他为什么要保护这么破旧的大楼呢！”。 如果是这样，当今社会的人有这么多想法，所以禅定才很难生起。,https://www.youtube.com/watch?v=KDXQm5WbPBc,147.42,老师
我们也是在这个时代出生的 。 当师父练习打坐的时候，也去控制身、控制心。 但坐的时候，大部分所得到的是带痴的禅定，坐了就犯迷糊，忘记自己，没有觉性。 好久好久，才坐得有觉性，但还是那种控制身、控制心的觉性，这个呢不能用来修行。 不能用来提升毗婆舍那，也不过是得到静止不动而已。 师父在心里想说，自己也是修行人了，会修行了，会打坐了。 事实上，它还和体证道果涅槃离得很远。 直到遇到隆波。当见到隆波的时候，那时的隆波还是居士。,https://www.youtube.com/watch?v=KDXQm5WbPBc,197.47,老师
师父也是不会修行，隆波也不太看。 那个时候，有很多学生跟尊者学，他们能训练觉性，什么都可以训练。 师父训练不了，只能依靠忍耐， 也就是说，修行要靠忍耐， 越是旧生，越要靠忍耐。 因为有时学了就厌倦、气馁，这都要靠忍耐、契而不舍、坚持，继续修下去。 师父修行也厌倦，也气馁过，甚至有时气馁到想放弃修行了。 但依旧靠着忍耐，慢慢修下去。 让师父真正能够回来修行的，就是听到隆波的教导。 教导关于觉性和安住。,https://www.youtube.com/watch?v=KDXQm5WbPBc,244.25,老师
觉性呢是非常重要的事，是必需的事。 我们不要以为觉性是很小儿科的事，太基础了。 比如有的人，说要修行。 当教到觉性的时候，就觉得不怎么想听。就好像，很基础、很基础的事。 事实上，我们要训练的觉性呢，如果我们能够训练这一点的话，接下来的修行就不是很难的事了。 所以我们要训练的觉性——是回来知道自己的身心的觉性，是真正地知道。 比如我们训练是，动了知道，动了知道。 或是我们呼气、吸气然后觉知。 起初刚开始训练，我们观察看看，会有“刻意”存在的。比如我们移动，我们还会刻意。 这个“刻意”呢，简单来说，它就是有觉性的。但还不是真正觉知身、觉知心的觉性。,https://www.youtube.com/watch?v=KDXQm5WbPBc,291.17,老师
类似于，它是一种训练，为了让心能够真正地记得境界。 比如我们坐着呼气、 吸气 ，呼气觉知，吸气也觉知。 当我们坐着，刚开始依然会存在有刻意去修行的成分。 这点是必要的，因为如果不刻意的话，它根本不知道，它根本不能感知到气息。 但是修行了一段时间以后，心开始记得境界了。 能够记得呼气的色身，吸气的色身。 如果它能够记得的话呢，以后当身体呼气的时候，它就会自行去感知到，觉性自行生起。 身体吸气，觉性自动生起，这一点很重要。 如果我们还未能训练出这种觉性，我们就需要继续训练。 只不过需要靠一丁点的刻意，但不要强，如果过强的话，就变成紧盯聚焦。,https://www.youtube.com/watch?v=KDXQm5WbPBc,341.64,老师
如果紧盯，和自己在一起的觉性，就没有机会生起了。 它就变成紧盯型的禅定，它是得到禅定的，但是这个禅定呢是为了休息。 没办法把它运用在开发智慧上，并且我们不精通于安住型的禅定。 因此如果粘着于那个，就不能够回来觉知自己，不能够回来开发智慧。 大部分我们所学的，在巴山老师检查作业，或者教导我们的时候， 就会说“在紧盯” 就是这个状况。 也就是我们太过于刻意在修习禅修业处。 当我们太过于刻意时，我们去感知身体移动，心就会去紧盯身体。 或是我们去观呼吸 心就会去紧盯在气息上，或是紧盯呼吸的身体。,https://www.youtube.com/watch?v=KDXQm5WbPBc,391.7,老师
