text,video_url,start_time_seconds,speaker
วันอาทิตย์นะบรรยากาศมันไม่เหมือนวัน เสาร์ Sunday  the  atmosphere  is   different  from   Saturdays  a  lot  more  ฟังเทศเสร็จแล้วจะไปไหนต่อ people  ไม่เหมือนฟังกันมากเลย It's  different   on  Sundays. แต่หลวงพ่อรู้สึกมาตั้งแต่ เด็กแล้วนะ But  I   this บรู้สึกเหมือนสงัดๆ When  I  was  เงียบๆ Young  on  Sunday  afternoon  it   quiet   tired  people  is  tired  of ,https://www.youtube.com/watch?v=sGk8oVyePk4,4.56,Ajahn
 struggling  เราจะภาวนานะ  when  you  practice รักษาศีลให้ดี 5  ข้อนะต้องรักษา ถ้าศีลเราไม่ดีนะภาวนาไม่ ขึ้นนะแล้วก็ไม่ใช่หรอกเด็ก imperfect   you  will  not  be  able  to  make   good  progress  and  practice  this  is   not  a  threat  a   truthly  when  you  are  a  mark  เวลาภาวนาจิตจะรวมจะดีดขึ้น you  practice   when  the  mind  is  about  to   converge  the  mind  would  บาง คนบางองค์ตอนนั้นบวชอยู่บางองค์,https://www.youtube.com/watch?v=sGk8oVyePk4,50.76,Ajahn
เราไม่ได้แก้  and คนที่ ตัวให้ดีนะ So  you  have  to  be  able   to  hold  your  สำคง่าย For  number  five  easy ไม่อ้า ปากว่าไม่กินเหล้านะ If  you  don't  open   your  mouth ข้อ 2  drink  alcohol  รักษา number  one  and  number  two   hold  it  dearly  hold  them  dearly ,https://www.youtube.com/watch?v=sGk8oVyePk4,100.64,Ajahn
 when  you  hold เราไม่ทำบาป ด้วยการผู้อื่นทำอื่น do  bad  by   hurting  others  เราไม่รักทรัพย์ไม่ขโมยไม่เช่าโกง You   don't  steal ไม่ประพฤติในกาม  You  เนี่ยศีล 3  ข้อควบพฤติกรรมของเราให้ดีเป็น กุศลกุศลการในส่วน ของ  body วาจา action ตัว นี้ body   on  the  speech  hard  on  the ,https://www.youtube.com/watch?v=sGk8oVyePk4,148.56,Ajahn
 number  you  เสียดให้เตีกันไม่นนให้เตีน ไม่ทำหยาบไม่พูดเพจ You  don't  speak  กรรมบทอีก 4  ข้อแม้นศีลข้อ 1  2  3  4ense  ที่ทำให้เราเกิดกุศลทั้งมากมายทั้ง  with  allow  you  to  have  more  the   speech  ofome  needs  so  all  these   already  allow  you  to   have  action  so  when  you  hold  the ,https://www.youtube.com/watch?v=sGk8oVyePk4,195.12,Ajahn
 preps   well  would  flourish  your  mind   would  develop  some   people  are  not คือทำ สมาธิ and สมาธิที่ ไม่มีศีลนะเคยทำสมาธิได้พอศีลเราเสีย สมาธิมันจะเสมจะค่อยๆเสื่อมไป Do  not   have  the  morality จิต ใจไม่เกิด have  ตั้ง  number ให้เรามีสติได้,https://www.youtube.com/watch?v=sGk8oVyePk4,241.04,Ajahn
ดีทำกุศล  3 ข้อหลัง you  will  do  the  คือเราจะทำอะไรด้วยอำนาจ ของอำนาจของอำนาจของมห greานะคุม drunk  all  the  time  hard   to  control  your จะเกิด โทสา when  you  have  aion  that  are   to ชอบตีกัน that  when  people  are   drun  people  like  to  fight  or  some   people  who  are  drunk   just กิน  So  when  you  drink  you  not ,https://www.youtube.com/watch?v=sGk8oVyePk4,290.64,Ajahn
 mindfulness  the  mind  is  lost  the   mind   is  you  don't  you  can't   differentiate  right  from ศีล 5 นะการ ที่จะสร้าง กุศถึงจะทำ ได้ถึง ตั้งใจรักษาไว้ให้ คือศีลในการปฏิบัติธรรม นะธรรไม่ได้คับ แคบสมาธิ  asing   meditation แต่ไม่มีศีลนะมันก็เป็นมิจฉา ไปจนได้ So  when  you  do  without  prep ,https://www.youtube.com/watch?v=sGk8oVyePk4,337.2,Ajahn
 you  will  have  incorrect  kind  of   you  do  the  walking  meditation   without  prcept เียงนั่งมาก กิเส actually  the  more  you  practice   you  may  have  stronger  defment  พนั่งสมาธิแล้วมันติดสมาธินะพอออกจาก สมาธิอารมณ์มัน ร้ายสมาธิ หรือราค้า รุนแรงสมาธิ มัน เป็น  mind ค่อยๆสังเกตนะค่อยๆเรียนรู้ So  เบื้อง ต้นไว้ก่อน,https://www.youtube.com/watch?v=sGk8oVyePk4,384.2,Ajahn
เวลา ใจห้าม ใจ try  to  stop  your เรื่อย เกิดอย่างเกิดอย่างนั้น เดี๋ย เลยสังเกตไป Keep  observing การ ที่เรามีกิเลสแล้วเราไม่เห็นนะจะทำผิด You   have  and  you  can   see ถือศีลได้ง่ายที ให้ ดีอะไรเกิดel คราวนี้ศีล,https://www.youtube.com/watch?v=sGk8oVyePk4,430.8,Ajahn
อัตโนมัติ เจตนาอย่างเกิดขึ้น  So  when  the  lises  in  your  mind   you  have  the  mindfulness  and   become  aware  of   that  I  have  l  at  the   moment  will  not  be  able  to   overtake  the  mind  will  not  be   able  to  consume  you  so  when  you   have  really  the  incorrect  the   correct  kind  of  mindfulness  you   see  the  l  and  disappear  on  own   the  same  thing  with  anger ดู so   keep  observing เรามีราคารู้ มีพอ ราคะ when  you ,https://www.youtube.com/watch?v=sGk8oVyePk4,476.88,Ajahn
 know ให้เกิดขึ้น you  will  not  be  ค้า เช่นแย่งสมบัติแย่ง นาฬิกาแย่งแหวนแย่งสร้อยอะไร เงี้ยเกิดทำร้ายคนอื่น ได้เกิดพระ เกิด ชอบ การ ผิดโกหกหลอกลวงเจะได้เชื่อเราจะได้เอา ตังค์ เ ราคั้นมาเอง green นี้เป็นศีล,https://www.youtube.com/watch?v=sGk8oVyePk4,524.8,Ajahn
อัตโนมัติขึ้นในใจเรามีสติ  ang  aris  aware  เราไม่ไป can  consume  you  can   overt ข้อ 1 มาแล้ว others  animals  or   human ไม่มีโทสะเราไม่แกล้งทำให้ทรัพย เสียหาย so  when  you  don't  have  the   anger  you  would  have  the  intention   to  destroy  other  belongings  will   not  go  andat  on  other  people   other  หรือไปแย่งผัวมัน เลยทำด้วยราค้าด้วยโทสะ ด้วย,https://www.youtube.com/watch?v=sGk8oVyePk4,571.32,Ajahn
 angol  just  because  of ที่มี สติไม่ ออกต้องข่มขมใจอย่างมาก เลยใจไม่ people  who  don't  practice  เราจะข่ม ใจมาตั้งใจ รักษาก็ตั้ง ใจตั้งใจ รักษาก่อน ไม่อยากทำ,https://www.youtube.com/watch?v=sGk8oVyePk4,620.96,Ajahn
พิolต้องมาขอใครทั้งสิ้น ขอโกหกโกหกตัว เองตั้งใจไว้วันจะถือศีล  5 ที่ศีลไม่ ยอมอย่างนี้นะ แล้วสพยายามสติของเรา ให้อ่านใจ ออกให้เคย,https://www.youtube.com/watch?v=sGk8oVyePk4,673.48,Ajahn
